-128,127,-128,-128,2814558855
-128,127,-128,-128,2814558859
-128,127,-128,-128,2814558862
-128,127,-128,-128,2814558866
-128,127,-128,-128,2814558869
-128,127,-128,-128,2814558873
-128,127,-128,-128,2814558876
-128,127,-128,-128,2814558880
-128,127,-128,-128,2814558883
-128,127,-128,-128,2814558887
-128,127,-128,-128,2814558891
-128,127,-128,-128,2814558895
-128,127,-128,-128,2814558898
-128,127,-128,-128,2814558902
-128,127,-128,-128,2814558905
-128,127,-128,-128,2814558909
-128,127,-128,-128,2814558912
-128,127,-128,-128,2814558916
-128,127,-128,-128,2814558919
-128,127,-128,-128,2814558923
-128,127,-128,-128,2814558926
-128,127,-128,-128,2814558930
-128,127,-128,-128,2814558934
-128,127,-128,-128,2814558938
-128,127,-128,-128,2814558941
-128,127,-128,-128,2814558945
-128,127,-128,-128,2814558948
-128,127,-128,-128,2814558952
-128,127,-128,-128,2814558955
-128,127,-128,-128,2814558959
-128,127,-128,-128,2814558962
-126,127,-118,-120,2814558966
0,22,0,0,2814558969
0,0,0,0,2814558971
-1,1,0,0,2814558974
0,0,0,0,2814558977
0,0,0,0,2814558980
0,0,0,0,2814558982
0,0,0,0,2814558985
0,0,0,0,2814558987
0,0,0,0,2814558990
0,0,0,0,2814558992
0,0,0,0,2814558994
0,0,0,-1,2814558997
0,0,0,0,2814559000
0,0,0,0,2814559002
0,0,0,0,2814559004
0,0,0,0,2814559007
0,0,0,0,2814559009
0,0,0,0,2814559012
0,0,-1,0,2814559014
0,0,0,0,2814559017
0,0,0,0,2814559020
0,0,0,0,2814559023
0,0,0,0,2814559025
0,0,0,0,2814559027
0,0,0,0,2814559030
0,0,0,0,2814559032
0,0,0,0,2814559035
0,0,0,0,2814559037
0,0,0,0,2814559040
0,0,0,0,2814559042
0,0,0,0,2814559045
0,0,0,0,2814559047
0,0,0,0,2814559049
0,0,0,0,2814559052
0,0,0,0,2814559054
0,0,0,0,2814559057
0,0,0,0,2814559059
0,0,0,0,2814559063
0,0,0,0,2814559065
0,0,0,0,2814559067
0,0,0,0,2814559070
0,0,0,0,2814559072
0,0,0,0,2814559075
0,0,0,0,2814559077
0,0,0,0,2814559080
0,0,0,0,2814559082
0,0,0,0,2814559084
0,0,0,0,2814559087
0,0,0,0,2814559089
0,0,0,0,2814559092
0,0,0,0,2814559094
0,0,0,0,2814559097
0,0,0,0,2814559099
0,0,0,0,2814559101
0,0,0,0,2814559105
0,0,0,0,2814559107
0,0,0,0,2814559110
0,0,0,0,2814559112
0,0,0,0,2814559115
0,0,0,0,2814559117
0,0,0,0,2814559119
0,0,0,0,2814559122
0,0,0,0,2814559124
0,0,0,0,2814559127
0,0,0,0,2814559129
0,0,0,0,2814559132
0,0,0,0,2814559134
0,0,0,0,2814559136
0,0,0,0,2814559139
0,0,0,0,2814559141
0,0,0,0,2814559144
