-128,127,127,127,2697992883
-128,127,127,127,2697992886
-128,127,127,127,2697992890
-128,127,127,127,2697992893
-128,127,127,127,2697992896
-128,127,127,127,2697992900
-128,127,127,127,2697992903
-128,127,127,127,2697992906
-128,127,127,127,2697992910
-128,127,127,127,2697992913
-128,127,127,127,2697992916
-128,127,127,127,2697992921
-128,127,127,127,2697992924
-128,127,127,127,2697992927
-128,127,127,127,2697992931
-128,127,127,127,2697992934
-128,127,127,127,2697992937
-128,127,127,127,2697992941
-128,127,127,127,2697992944
-128,127,127,127,2697992947
-128,127,127,127,2697992951
-128,127,127,127,2697992954
-128,127,127,127,2697992957
-128,127,127,127,2697992962
-128,127,127,127,2697992965
-128,127,127,127,2697992968
-128,127,127,127,2697992971
-50,127,127,127,2697992975
0,127,127,127,2697992978
0,127,127,127,2697992981
0,127,127,127,2697992984
0,50,127,127,2697992988
0,0,26,22,2697992991
0,0,0,0,2697992993
0,0,0,0,2697992996
0,0,0,0,2697992998
0,0,0,0,2697993000
0,0,0,0,2697993004
0,0,0,0,2697993006
0,0,0,0,2697993009
0,0,0,0,2697993011
0,0,0,0,2697993014
0,0,0,0,2697993016
0,0,0,0,2697993018
0,0,0,0,2697993021
0,0,0,0,2697993023
0,0,0,0,2697993026
0,0,0,0,2697993028
0,0,0,0,2697993031
0,0,0,0,2697993033
0,0,0,0,2697993035
0,0,0,0,2697993038
0,0,0,0,2697993040
0,0,0,0,2697993043
0,0,0,0,2697993046
0,0,0,0,2697993049
0,0,0,0,2697993051
0,0,0,0,2697993053
0,0,0,0,2697993056
0,0,0,0,2697993058
0,0,0,0,2697993061
0,0,0,0,2697993063
0,0,0,0,2697993066
0,0,0,0,2697993068
0,0,0,0,2697993070
0,0,0,0,2697993073
0,0,0,0,2697993075
0,0,0,0,2697993078
0,0,0,0,2697993080
0,0,0,0,2697993083
0,0,0,0,2697993085
0,0,0,0,2697993088
0,0,0,0,2697993091
0,0,0,0,2697993093
0,0,0,0,2697993096
0,0,0,0,2697993098
0,0,0,0,2697993101
0,0,0,0,2697993103
0,0,0,0,2697993105
0,0,0,0,2697993108
0,0,0,0,2697993110
0,0,0,0,2697993113
0,0,1,1,2697993115
0,0,0,0,2697993118
0,0,0,0,2697993120
0,0,0,0,2697993123
0,0,0,0,2697993125
0,0,0,0,2697993127
0,0,0,0,2697993131
0,0,0,0,2697993133
0,0,0,0,2697993136
0,0,0,0,2697993138
0,0,0,0,2697993141
0,0,0,0,2697993143
0,0,0,0,2697993145
0,0,0,0,2697993148
0,0,0,0,2697993150
0,0,0,0,2697993153
0,0,0,0,2697993155
0,0,0,0,2697993158
0,0,0,0,2697993160
0,0,0,0,2697993162
0,0,0,0,2697993165
0,0,0,0,2697993167
0,0,0,0,2697993170
0,0,0,0,2697993172
0,0,0,0,2697993176
0,0,0,0,2697993178
0,0,0,0,2697993181
0,0,0,0,2697993183
0,0,0,0,2697993185
0,0,0,0,2697993188
0,0,0,0,2697993190
0,0,0,0,2697993193
0,0,0,0,2697993195
0,0,0,0,2697993198
0,0,0,0,2697993200
0,0,0,0,2697993202
0,0,0,0,2697993205
0,0,0,0,2697993207
0,0,0,0,2697993210
0,0,0,0,2697993212
0,0,0,0,2697993216
0,0,0,0,2697993218
0,0,0,0,2697993220
0,0,0,0,2697993223
0,0,0,0,2697993225
0,0,0,0,2697993228
0,0,0,0,2697993230
0,0,0,0,2697993233
0,0,0,0,2697993235
0,0,0,0,2697993237
0,0,0,0,2697993240
0,0,0,0,2697993242
0,0,0,0,2697993245
0,0,0,0,2697993247
0,0,0,0,2697993250
0,0,0,0,2697993252
0,0,0,0,2697993254
0,0,0,0,2697993257
0,0,0,0,2697993260
0,0,0,0,2697993263
0,0,0,0,2697993265
0,0,0,0,2697993268
0,0,0,0,2697993270
0,0,0,0,2697993272
0,0,0,0,2697993275
0,0,0,0,2697993277
0,0,0,0,2697993280
0,0,0,0,2697993282
0,0,0,0,2697993285
0,0,0,0,2697993287
0,0,0,0,2697993289
0,0,0,0,2697993292
0,0,0,0,2697993294
0,0,0,0,2697993297
0,0,0,0,2697993299
0,0,0,0,2697993303
0,0,0,0,2697993305
0,0,0,0,2697993307
0,0,0,0,2697993310
0,0,0,0,2697993312
0,0,0,0,2697993315
0,0,0,0,2697993317
0,0,0,0,2697993320
0,0,0,0,2697993322
0,0,0,0,2697993324
0,0,0,0,2697993327
0,0,0,0,2697993329
0,0,0,0,2697993332
0,0,0,0,2697993334
0,0,0,0,2697993337
0,0,0,0,2697993339
0,0,0,0,2697993341
0,0,0,0,2697993345
0,0,0,0,2697993347
0,0,0,0,2697993350
0,0,0,0,2697993352
0,0,0,0,2697993355
0,0,0,0,2697993357
0,0,0,0,2697993359
0,0,0,0,2697993362
0,0,0,0,2697993364
0,0,0,0,2697993367
0,0,0,0,2697993369
0,0,0,0,2697993372
0,0,0,0,2697993374
0,0,0,0,2697993376
0,0,0,0,2697993379
0,0,0,0,2697993381
0,0,0,0,2697993384
0,0,0,0,2697993387
0,0,0,0,2697993390
0,0,0,0,2697993392
0,0,0,0,2697993394
0,0,0,0,2697993397
0,0,0,0,2697993399
0,0,0,0,2697993402
0,0,0,0,2697993404
0,0,0,0,2697993407
0,0,0,0,2697993409
0,0,0,0,2697993411
0,0,0,0,2697993414
0,0,0,0,2697993416
0,0,0,0,2697993419
0,0,0,0,2697993421
0,0,0,0,2697993424
0,0,0,0,2697993426
0,0,0,0,2697993428
0,0,0,0,2697993432
0,0,0,0,2697993434
0,0,0,0,2697993437
0,0,0,0,2697993439
